state,county,community,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
34,29,43140,6,0.04,0.07,0.06,0.94,0.03,0.03,0.08,0.03,0.01,1,0.05,0.88,0.18,0,0.08,0.81,1,0.12,1,0.24,0.33,0.32,0.36,0.67,0.25,0.5,0.43,0.01,0.11,0.46,0.6,0.14,0.42,0,0.28,0.44,0.4,0.3,0.14,0.03,0.08,0.11,0.06,0.82,0.81,0.86,0.84,0.25,0.43,0,0.04,0.02,0.05,0.05,0.07,0.06,0.04,0.03,0.04,0.03,0.82,0.05,0.09,0.07,0.06,0.03,0.32,0.97,0.02,0.95,0,0.12,0.54,0.99,0.05,0.75,0.77,0.04,0.05,0.18,0.2,0.22,0.26,0.56,0.93,0.73,1,0.84,0.85,0,0,0.3,0.49,0.74,0.57,0.71,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.24,0.04,0.07,?,?,?,?,0,?,0.04
8,?,?,6,0.07,0.43,0.01,0.89,0.07,0.2,0.38,0.45,0.25,0.29,0.08,1,0.34,0.68,0.37,0.5,0.33,0.2,0.35,0.35,0.3,0.3,0.31,0.19,0.23,0.22,0.26,0.04,0.2,0.21,0.25,0.32,0.36,0.66,0.54,0.28,0.4,0.4,0.57,0.31,0.6,0.61,0.48,0.66,0.69,0.69,0.66,0.53,0.58,0.01,0.14,0.01,0.33,0.42,0.47,0.54,0.09,0.1,0.1,0.11,0.86,0.11,0.2,0.19,0.46,0.5,0.41,0.56,0.13,0.43,0.5,0.05,0.84,0.54,0.08,0.25,0.71,0.24,0.18,0.2,0.18,0.16,0.34,0.33,0.38,0.34,0.44,0.54,0.5,0,0,0.11,0.36,0.39,0.57,0.54,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.04,0.33,0.09,?,?,?,?,0,?,0.07
48,?,?,6,0,1,0.48,0.49,0.01,0.22,0.36,0.8,0.54,0.36,0,0,0.14,0.33,1,0.33,0.79,0.34,0.73,0.18,0.05,0.11,0.08,0.14,0.14,0.08,0.14,0.01,0.34,0.48,0.69,0.09,0.58,0,0.26,0.33,0.37,0.28,0.84,0.71,1,1,0.39,0.61,0.58,0.71,0.53,0.82,0.86,0.02,0.78,0,0.29,0.45,0.47,0.63,0.06,0.08,0.08,0.1,0.78,0.08,0.17,0.15,0.31,0.27,0.4,0.55,0.16,0.54,0.5,0.02,0.48,0.58,0.08,0.8,0.5,0.61,0.26,0.04,0.04,0.04,0.06,0.11,0.12,0.16,0.4,0.49,0.5,0,0,0.09,0.79,0.25,0.05,0.79,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.02,0.12,0,?,?,?,?,0,?,0.05
34,25,42990,6,0.03,0.7,0.06,0.9,0.22,0.05,0.44,0.36,0.24,0.43,0.04,0.88,0.76,0.61,0.34,0.73,0.52,0.09,0.48,0.72,0.54,0.54,0.38,0.47,0.44,0.26,0.49,0.01,0.05,0.17,0.23,0.52,0.24,0.49,0.28,0.42,0.18,0.65,0.04,0.28,0.06,0.05,0.72,0.99,0.98,0.97,0.91,0.11,0.21,0,0.05,0.02,0.1,0.11,0.17,0.21,0.06,0.06,0.09,0.1,0.79,0.08,0.28,0.32,0.76,0.74,0.49,0.97,0.03,0.28,1,0.03,0.77,0.96,0.11,0.43,0.77,0.04,0.07,0.58,0.58,0.58,0.5,0.63,0.83,0.68,0.91,0.68,1,0,0,0.27,0.32,0.7,0.51,0.51,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.09,0.07,0.82,?,?,?,?,0,?,0.04
34,39,51810,6,0,0.46,0.01,0.92,0.3,0.05,0.23,0.33,0.2,0.44,0.02,1,0.84,0.7,0.32,0.87,0.44,0.08,0.57,0.83,0.85,0.83,1,0.13,0.61,0.39,0.6,0,0.05,0.16,0.14,0.8,0.11,0.66,0.27,0.43,0.11,0.76,0.13,0.34,0.21,0.18,0.47,0.95,0.96,0.87,0.84,0.42,0.47,0,0.03,0.01,0.26,0.26,0.34,0.35,0.23,0.2,0.24,0.22,0.76,0.08,0.14,0.15,0.5,0.57,0.24,0.78,0.03,0.25,0.5,0,0.96,0.72,0.09,0.47,0.38,0.03,0.33,0.68,0.66,0.63,0.77,0.7,0.95,0.7,0.41,0.45,0.36,0,0,0.37,0.51,0.78,0.66,0.72,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.01,0.26,0.45,?,?,?,?,0,?,0.02
25,17,24925,6,0.09,0.41,0.07,0.85,0.18,0.15,0.36,0.56,0.38,0.37,0.1,1,0.52,0.7,0.25,0.57,0.37,0.26,0.44,0.58,0.52,0.52,0.42,0.23,0.53,0.26,0.39,0.03,0.15,0.17,0.22,0.59,0.4,0.64,0.41,0.53,0.19,0.64,0.38,0.58,0.41,0.42,0.42,0.67,0.69,0.68,0.58,0.64,0.68,0.03,0.24,0.05,0.49,0.55,0.59,0.56,0.4,0.4,0.38,0.34,0.73,0.21,0.16,0.14,0.37,0.51,0.25,0.49,0.12,0.53,0.5,0.07,0.82,0.43,0.11,0.24,0.48,0.12,0.28,0.51,0.48,0.47,0.48,0.61,0.7,0.62,0.45,0.46,0.49,0.05,0,0.35,0.63,0.61,0.65,0.65,0.01,0.14,0.98,0.18,0.03,0.17,0.38,0.14,0.53,0.58,0.09,0.02,0,0.06,0.02,0.36,0.25,0.07,0.22,0.16,0.01,0.01,0.83,0,0.57,0.09,0.4
6,?,?,6,0.01,0.36,0.02,0.88,0.16,0.09,0.86,0.98,1,0.29,0,0,0.11,0.55,0.35,0.49,0.34,0.42,0.34,0.22,0.19,0.19,0.16,0.18,0.09,0.17,0.23,0.03,0.75,0.16,0.23,0.6,0.63,0.33,0.24,0.67,0.34,0.45,0.38,1,0.5,0.46,0.31,0.36,0.43,0.47,0.17,0.37,0.46,0,0.21,0,0.25,0.26,0.28,0.29,0.08,0.07,0.07,0.07,0.87,0.08,0.15,0.12,0.28,0.34,0.3,0.29,0.16,0.66,0,0.01,0.88,0.29,0.03,0.21,0.56,0.21,0.51,0.2,0.19,0.21,0.27,0.32,0.36,0.29,1,0.39,0.21,0,0.01,0.13,0.62,0.22,0.3,0.73,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.02,0.16,0.07,?,?,?,?,0,?,0.16
47,?,?,6,0,0.44,0.59,0.54,0.01,0.01,0.39,0.46,0.3,0.53,0,0,0.17,0.51,0.57,0.24,0.66,0.64,0.42,0.2,0.21,0.27,0.15,0,0.56,0.16,1,0.02,0.52,0.68,0.71,0.15,0.37,0.38,0.74,0.24,0.83,0.26,0.63,0.34,0.63,0.66,0.44,0.36,0.33,0.28,0.29,0.62,0.56,0.01,0.42,0,0.83,0.62,0.5,0.43,0.03,0.02,0.02,0.01,0.99,0.01,0.22,0.21,0.44,0.42,0.47,0.45,0.17,0.53,0.5,0.01,0.75,0.47,0.32,0.56,0.54,0.69,0.22,0.08,0.08,0.09,0.04,0.11,0.14,0.13,0.52,0.44,0.35,0,0,0.01,0.81,0.5,0.76,0.76,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.02,0.14,0.02,?,?,?,?,0,?,0.57
37,?,?,6,0.01,0.3,0.36,0.71,0.02,0.01,0.34,0.38,0.25,0.64,0,0,0.16,0.34,0.16,0.25,0.71,0.37,0.64,0.18,0.2,0.22,0.18,0.11,0.12,0.13,0.46,0.02,0.42,0.71,0.75,0.12,0.28,0.41,1,0.18,0.97,0.17,0.63,0.3,0.62,0.65,0.34,0.43,0.42,0.33,0.32,0.65,0.65,0.01,0.32,0,0.95,1,1,0.92,0.04,0.04,0.04,0.03,0.96,0.05,0.16,0.14,0.32,0.3,0.35,0.6,0.12,0.62,0,0.02,0.78,0.61,0.19,0.81,0.33,0.5,0.52,0.04,0.04,0.05,0.1,0.13,0.12,0.16,0.37,0.32,0.51,0,0,0.01,0.77,0.73,0.84,0.79,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.03,0.11,0,?,?,?,?,0,?,0.2
12,?,?,6,0.1,0.23,0.56,0.54,0.03,0.1,0.18,0.32,0.18,0.85,0.11,1,0.3,0.24,0.15,0.54,0.77,0.25,0.52,0.32,0.42,0.55,0.17,1,0.34,0.34,0.45,0.1,0.42,0.33,0.45,0.28,0.39,0.29,0.16,0.31,0.32,0.37,0.76,0.42,0.62,0.7,0.26,0.25,0.17,0.41,0.28,0.54,0.58,0.11,0.66,0.07,0.29,0.42,0.5,0.63,0.29,0.37,0.4,0.46,0.72,0.26,0.33,0.24,0.21,0.17,0.33,0.52,0.35,0.87,0,0.56,0,0.56,0.08,0.33,0.69,0.38,0.16,0.18,0.22,0.32,0.42,0.42,0.5,0.43,0.66,0.59,0.39,0.01,0.15,0.42,0.2,0.5,0.67,0.55,0.04,0.33,0.94,0.42,0.08,0.42,0.45,0.33,0.71,0.59,0.28,0.15,0,0.3,0.12,0.93,0.11,0.06,0.3,0.2,0.06,0.04,0.93,1,1,0.26,1
55,71,81325,6,0,0.37,0,0.97,0.08,0.01,0.38,0.4,0.25,0.54,0,0,0.23,0.43,0.15,0.67,0.59,0.34,0.44,0.26,0.24,0.24,0.44,0.15,0.1,0.2,0.11,0.01,0.23,0.36,0.41,0.16,0.25,0.51,1,0.23,0.91,0.21,0.33,0.32,0.27,0.3,0.44,0.71,0.76,0.62,0.68,0.52,0.6,0,0.1,0,0.78,0.6,0.55,0.58,0.07,0.04,0.04,0.04,0.94,0.04,0.18,0.17,0.41,0.43,0.32,0.69,0.07,0.37,0.5,0.01,0.83,0.67,0.09,0.62,0.23,0.15,0.21,0.07,0.05,0.05,0.11,0.12,0.12,0.12,0.26,0.09,0.35,0,0,0.03,0.95,0.78,0.9,0.9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.01,0.2,0.08,?,?,?,?,0,?,0.02
34,5,47880,6,0.01,0.49,0.11,0.87,0.15,0.02,0.34,0.33,0.21,0.53,0.02,0.89,0.71,0.65,0.28,0.81,0.51,0.09,0.56,0.75,0.88,0.85,0.51,0.13,1,0.09,1,0,0.06,0.17,0.19,0.74,0.13,0.52,0.28,0.63,0.15,0.79,0.25,0.32,0.29,0.29,0.48,0.8,0.83,0.84,0.73,0.17,0.38,0,0.1,0,0.05,0.05,0.13,0.13,0.02,0.01,0.03,0.03,0.88,0.04,0.18,0.19,0.51,0.55,0.27,0.82,0.03,0.21,0.5,0.01,0.88,0.77,0.32,0.4,0.35,0.02,0.15,0.39,0.49,0.64,0.48,0.54,0.63,0.57,0.65,0.34,0.46,0,0,0.12,0.4,0.66,0.67,0.67,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.04,0.09,0.16,?,?,?,?,0,?,0.08
11,1,50000,6,0.96,0.32,1,0,0.11,0.1,0.39,0.56,0.41,0.41,0.96,1,0.32,0.56,0.17,0.37,0.33,0.43,0.53,0.33,0.47,0.98,0.32,0.24,0.38,0.33,0.45,0.88,0.44,0.33,0.46,0.54,0.44,0.5,0.06,0.7,0.19,0.66,0.76,0.91,0.69,0.75,0.51,0,0,0.12,0,0.63,0.64,1,1,0.39,0.57,0.64,0.69,0.69,0.39,0.38,0.37,0.34,0.79,0.16,0.49,0.31,0.27,0.37,0.27,0.24,0.38,0.76,0,1,0.57,0.23,1,0.55,0.17,0.25,0.47,0.25,0.29,0.54,0.33,0.39,0.53,0.35,0.44,0.41,0.37,1,0.3,0.29,0.36,0.57,0.61,0.33,1,0.85,0,1,0.44,0.3,0.11,0.85,0.94,0,1,0.07,0.14,1,0.73,0.86,0.51,0.18,0.83,1,0.65,0.72,0.77,0,0.45,0.56,1
42,77,23584,6,0,0.3,0.01,0.99,0.04,0.01,0.27,0.37,0.24,0.65,0.02,1,0.36,0.4,0.21,0.75,0.67,0.15,0.67,0.39,0.38,0.37,0.29,0.32,0.23,0.19,0.45,0,0.1,0.37,0.4,0.29,0.27,0.48,0.71,0.36,0.51,0.36,0.35,0.27,0.3,0.33,0.31,0.77,0.81,0.81,0.87,0.49,0.62,0,0.1,0,0.1,0.65,0.58,0.49,0.01,0.08,0.06,0.05,0.92,0.02,0.04,0.05,0.33,0.42,0.16,0.7,0.02,0.4,0.5,0.01,0.86,0.63,0,0.33,0.31,0.01,0.26,0.23,0.23,0.23,0.35,0.35,0.41,0.36,0.43,0.46,0.25,0,0,0.05,0.89,0.73,0.82,0.81,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.01,0.32,0.05,?,?,?,?,0,?,0.06
55,133,59250,6,0,0.42,0,1,0.01,0.01,0.37,0.4,0.22,0.51,0,0,0.37,0.51,0.07,0.68,0.56,0.11,0.44,0.38,0.31,0.3,0.92,0.15,0.1,0.64,0.26,0,0.08,0.21,0.26,0.33,0.09,0.55,0.66,0.44,0.43,0.39,0.36,0.3,0.36,0.37,0.47,0.8,0.85,0.85,0.79,0.36,0.62,0,0.04,0,0.09,0.07,0.05,0.25,0.01,0.01,0.01,0.03,0.94,0.01,0.16,0.16,0.44,0.56,0.23,0.65,0.04,0.43,0.5,0.01,0.88,0.57,0.05,0.39,0.46,0.05,0.1,0.18,0.17,0.15,0.36,0.38,0.4,0.36,0.39,0.58,0.58,0,0,0.05,0.78,0.57,0.67,0.73,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.01,0.16,0.01,?,?,?,?,0,?,0.07
6,?,?,6,0.03,0.29,0.02,0.87,0.37,0.12,0.2,0.27,0.14,0.52,0.04,1,0.71,0.55,0.17,0.76,0.45,0.1,0.59,0.73,0.79,0.78,0.71,0.35,0.54,0.56,0.74,0.01,0.06,0.08,0.12,0.58,0.09,0.67,0.36,0.41,0.16,0.66,0.48,0.3,0.51,0.52,0.28,0.78,0.8,0.85,0.63,0.55,0.59,0,0.05,0.02,0.15,0.18,0.25,0.31,0.13,0.14,0.17,0.2,0.73,0.11,0.07,0.08,0.32,0.36,0.24,0.71,0.09,0.48,0.5,0.01,0.93,0.68,0.05,0.24,0.38,0.03,0,1,1,1,0.78,0.75,0.96,0.76,0.51,0.86,0.25,0,0,0.37,0.55,0.66,0.72,0.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.01,0.39,0.22,?,?,?,?,0,?,0.08
42,71,46896,6,0.03,0.47,0.02,0.95,0.11,0.02,0.29,0.27,0.16,0.64,0.04,0.91,0.49,0.54,0.48,0.79,0.54,0.12,0.62,0.48,0.5,0.49,0.29,0.18,0.31,0.22,0.35,0.01,0.05,0.25,0.28,0.53,0.08,0.51,0.56,0.5,0.32,0.6,0.23,0.21,0.23,0.24,0.38,0.86,0.88,0.88,0.79,0.41,0.52,0,0.06,0.01,0.18,0.2,0.39,0.4,0.04,0.04,0.07,0.07,0.89,0.04,0.11,0.12,0.43,0.48,0.28,0.74,0.03,0.25,0.5,0.02,0.9,0.7,0,0.4,0.56,0.03,0.1,0.25,0.26,0.29,0.39,0.44,0.46,0.45,0.25,0.42,0.22,0,0,0.1,0.75,0.62,0.72,0.69,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.07,0.1,0.07,?,?,?,?,0,?,0.05
54,?,?,6,0,0.37,0.02,0.98,0.01,0.02,0.37,0.38,0.26,0.63,0.02,1,0.14,0.22,0.05,0.43,0.76,0.48,0.85,0.15,0.17,0.16,0.17,0.06,0.05,0,0.32,0.01,0.44,0.49,0.62,0.12,0.62,0.11,0.33,0.47,0.54,0.27,0.65,0.37,0.5,0.59,0.37,0.59,0.55,0.61,0.75,0.24,0.34,0,0.14,0,0,0,0,0,0,0,0,0,0.98,0.02,0.11,0.11,0.33,0.32,0.37,0.62,0.05,0.57,0,0.02,0.69,0.63,0.32,0.73,0.08,0.6,0.15,0.04,0.03,0.03,0.07,0.08,0.07,0.1,0.59,0.1,0.24,0,0,0,0.9,0.65,0.8,0.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.01,0.31,0.01,?,?,?,?,0,?,0.02
55,25,48000,6,0.29,0.34,0.08,0.86,0.24,0.04,0.63,0.78,0.71,0.27,0.3,1,0.29,0.71,0.36,0.71,0.29,0.24,0.34,0.4,0.34,0.35,0.2,0.16,0.17,0.24,0.33,0.26,0.42,0.13,0.14,0.69,0.17,0.64,0.19,0.8,0.21,0.59,0.37,0.83,0.4,0.4,0.35,0.61,0.65,0.68,0.56,0.73,0.77,0.07,0.23,0.07,0.83,0.82,0.81,0.8,0.33,0.29,0.26,0.23,0.87,0.07,0.12,0.11,0.29,0.42,0.23,0.39,0.14,0.6,0,0.14,0.89,0.34,0.07,0.25,0.48,0.1,0.25,0.16,0.15,0.15,0.36,0.37,0.42,0.35,0.6,0.42,0.43,0.12,0.01,0.17,0.64,0.31,0.45,0.5,0.05,0.13,0.95,0.14,0.05,0.1,0.23,0.13,0.93,0.86,0.15,0.08,0,0.16,0.08,0.57,0.44,0.17,0.28,0.43,0.1,0.08,0.46,1,0.72,0.18,0.13
28,?,?,6,0.03,0.44,0.42,0.65,0.05,0.02,0.49,0.52,0.35,0.36,0.04,1,0.22,0.46,0.23,0.39,0.46,0.49,0.4,0.23,0.23,0.27,0.15,0.09,0.26,0.22,0.27,0.04,0.52,0.31,0.45,0.25,0.49,0.42,0.74,0.34,0.4,0.44,0.67,0.41,0.62,0.66,0.49,0.42,0.41,0.31,0.42,0.51,0.48,0.03,0.43,0,0.55,0.54,0.51,0.5,0.04,0.04,0.03,0.03,0.97,0.03,0.24,0.23,0.45,0.47,0.44,0.51,0.23,0.5,0.5,0.07,0.51,0.5,0.26,0.51,0.54,0.59,0.34,0.08,0.07,0.08,0.15,0.18,0.16,0.17,0.45,0.15,0.42,0.01,0.05,0.03,0.72,0.65,0.83,0.74,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.04,0.14,0.01,?,?,?,?,0,?,0.45
42,29,14712,6,0,0.47,0.78,0.35,0.03,0.09,0.43,0.49,0.31,0.51,0.02,1,0.22,0.38,0,0.3,0.6,0.57,0.73,0.22,0.18,0.25,0.2,0.11,0.18,0.15,0.26,0.02,0.48,0.34,0.57,0.14,0.43,0.36,0.48,0.58,0.53,0.17,0.54,0.67,0.62,0.62,0.6,0.12,0.13,0.23,0.05,0.42,0.5,0.03,1,0,0.12,0.38,0.62,0.59,0.02,0.07,0.1,0.09,0.85,0.16,0.46,0.4,0.5,0.56,0.47,0.4,0.16,0.41,0.5,0.01,0.72,0.39,1,0.7,0,0.38,0.14,0.12,0.12,0.12,0.19,0.29,0.34,0.3,0.59,0.58,0.61,0.04,0,0.08,0.87,0.67,0.9,0.86,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.5,0.27,?,?,?,?,0,?,0.44
21,?,?,6,0.01,0.41,0.07,0.94,0.02,0.01,0.45,0.55,0.35,0.4,0.03,1,0.12,0.37,0.2,0.27,0.56,0.59,0.37,0.13,0.13,0.13,0.18,0.07,0.18,0.36,0.41,0.04,0.69,0.75,0.82,0.11,0.6,0.39,0.44,0.22,0.67,0.17,0.88,0.5,0.83,0.89,0.59,0.3,0.3,0.13,0.3,0.45,0.39,0.02,0.47,0,0.26,0.46,0.38,0.52,0.01,0.02,0.01,0.02,0.98,0.03,0.42,0.34,0.44,0.52,0.42,0.33,0.26,0.76,0,0.04,0.59,0.32,0.51,0.48,0,0.73,0.28,0.04,0.03,0.04,0.13,0.17,0.17,0.17,0.55,0.22,0.39,0,0.01,0.01,0.79,0.49,0.72,0.73,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.01,0.58,0.42,?,?,?,?,0,?,0.45
12,?,?,6,0.01,0.41,0.04,0.89,0.12,0.78,0.29,0.35,0.2,0.51,0.02,1,0.33,0.6,0.2,0.48,0.45,0.17,0.54,0.37,0.35,0.35,0.25,0.34,0.22,0.33,0.4,0.01,0.25,0.3,0.39,0.3,0.41,0.52,0.18,0.34,0.21,0.43,0.7,0.34,0.63,0.69,0.47,0.61,0.62,0.8,0.73,0.57,0.58,0,0.09,0.03,0.4,0.45,0.44,0.52,0.95,0.92,0.82,0.9,0.2,0.66,0.28,0.25,0.43,0.46,0.38,0.58,0.54,0.62,0,0.01,0.83,0.56,0.06,0.27,0.35,0.26,1,0.25,0.23,0.23,0.41,0.37,0.39,0.37,0.65,0.6,0.35,0,0,1,0.22,0.48,0.68,0.48,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.01,0.38,0.16,?,?,?,?,0,?,0.39
6,?,?,6,0.16,0.5,0.03,0.78,0.23,0.43,0.37,0.53,0.34,0.4,0.17,1,0.35,0.52,0.38,0.47,0.46,0.36,0.5,0.35,0.33,0.34,0.27,0.16,0.32,0.21,0.26,0.11,0.29,0.34,0.37,0.28,0.38,0.55,0.34,0.27,0.36,0.37,0.54,0.41,0.66,0.63,0.54,0.6,0.59,0.65,0.56,0.5,0.49,0.06,0.27,0.12,0.55,0.64,0.65,0.68,0.67,0.67,0.62,0.6,0.59,0.49,0.49,0.43,0.53,0.47,0.61,0.36,0.47,0.66,0,0.15,0.74,0.41,0.07,0.21,0.79,0.16,0.32,0.44,0.43,0.45,0.58,0.54,0.59,0.53,0.74,0.83,0.21,0.08,0.04,0.51,0.38,0.18,0.58,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.1,0.25,0.11,?,?,?,?,0,?,0.26
6,?,?,6,0.1,0.43,0.55,0.12,0.67,0.58,0.4,0.66,0.42,0.21,0.11,1,0.32,0.72,0.12,0.24,0.2,0.45,0.23,0.32,0.3,0.36,0.36,0.26,0.31,0.27,0.33,0.09,0.36,0.37,0.45,0.24,0.43,0.63,0.62,0.22,0.43,0.32,0.72,0.67,0.76,0.77,0.59,0.34,0.38,0.37,0.35,0.48,0.48,0.09,0.73,0.14,0.42,0.51,0.57,0.64,0.86,0.92,0.94,0.97,0.31,0.67,0.55,0.43,0.46,0.62,0.46,0.05,0.88,0.89,0,0.11,0.72,0.05,0.1,0.16,0.6,0.24,0.25,0.57,0.6,0.59,0.63,0.57,0.63,0.54,0.6,0.68,0.1,0,0,0.87,0.37,0.31,0.74,0.59,0.01,0.09,0.98,0.13,0.03,0.17,0.51,0.09,0,0.82,0.06,0.21,0.21,0.2,0.01,0.57,0.47,0.01,1,0.29,0.05,0.03,0.89,0.5,0.47,0.18,1
29,?,?,6,0.01,0.42,0.07,0.92,0.08,0.02,0.35,0.4,0.25,0.44,0.03,1,0.44,0.68,0.4,0.7,0.45,0.06,0.56,0.47,0.42,0.4,0.37,0.11,0.37,0.43,0.33,0,0.06,0.22,0.31,0.37,0.13,0.63,0.5,0.31,0.29,0.5,0.45,0.34,0.48,0.49,0.4,0.71,0.74,0.82,0.62,0.72,0.68,0,0.09,0,0.26,0.27,0.45,0.46,0.03,0.03,0.04,0.04,0.94,0.05,0.16,0.16,0.42,0.47,0.29,0.72,0.05,0.38,0.5,0.02,0.83,0.68,0.05,0.23,0.56,0.03,0.06,0.21,0.19,0.18,0.41,0.36,0.36,0.38,0.09,0.11,0.17,0,0,0.04,0.76,0.64,0.73,0.78,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.04,0.1,0.03,?,?,?,?,0,?,0.32
6,?,?,6,0.2,0.53,0.09,0.51,0.55,0.69,0.42,0.54,0.36,0.37,0.21,1,0.34,0.57,0.1,0.41,0.42,0.49,0.68,0.34,0.31,0.34,0.31,0.2,0.31,0.29,0.35,0.12,0.25,0.33,0.41,0.27,0.37,0.5,0.32,0.35,0.31,0.42,0.54,0.41,0.63,0.61,0.58,0.6,0.57,0.67,0.58,0.38,0.37,0.05,0.19,0.2,0.34,0.37,0.42,0.44,0.53,0.51,0.52,0.5,0.32,0.44,0.44,0.41,0.56,0.6,0.54,0.43,0.5,0.63,0,0.11,0.86,0.42,0.08,0.1,0.65,0.12,0.2,0.41,0.41,0.42,0.53,0.51,0.57,0.49,0.67,0.67,0.17,0,0.03,0.66,0.35,0.39,0.65,0.57,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.08,0.39,0.25,?,?,?,?,0,?,0.3
6,?,?,6,0.02,0.2,0.02,0.87,0.11,0.25,0.24,0.31,0.2,0.82,0.04,1,0.42,0.32,0.13,0.59,0.71,0.12,0.6,0.47,0.72,0.74,0.33,0.25,0.34,0.27,0.32,0.01,0.18,0.13,0.22,0.37,0.22,0.44,0.06,0.3,0.12,0.47,0.59,0.37,0.69,0.67,0.2,0.6,0.62,0.78,0.5,0.53,0.64,0.01,0.14,0.02,0.42,0.52,0.62,0.65,0.4,0.43,0.47,0.45,0.71,0.26,0.19,0.15,0.22,0.19,0.31,0.54,0.2,0.64,0,0.41,0,0.57,0.07,0.11,0.85,0.04,0.03,0.38,0.44,0.55,0.63,0.6,0.67,0.62,0.87,0.8,0.46,0,0,0.4,0.33,0.27,0.33,0.57,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.05,0.1,0.04,?,?,?,?,0,?,0.31
