Name,Year,Animation,Comedy,Crime,Fantasy,Action,Thriller,Romance,Family,Adventure,Mystery,Horror,Musical,War,Western,Sci-Fi,Film-Noir
Apt Pupil ,1998,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Pleasantville ,1998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Soldier ,1998,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False
"Cruise, The ",1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Life Is Beautiful La Vita � bella ,1997,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Orgazmo ,1997,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Shattered Image ,1998,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Tales from the Darkside: The Movie ,1990,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Vampires ,1998,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
American History X ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hands on a Hard Body ,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Living Out Loud ,1998,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Belly ,1998,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Gods and Monsters ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Siege, The ",1998,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
"Waterboy, The ",1998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Elizabeth ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Velvet Goldmine ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
I Still Know What You Did Last Summer ,1998,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False
I'll Be Home For Christmas ,1998,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Meet Joe Black ,1998,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Dancing at Lughnasa ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hard Core Logo ,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Naked Man, The ",1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Runaway Train ,1985,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
Desert Bloom ,1986,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Stepford Wives, The ",1975,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
"Pope of Greenwich Village, The ",1984,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Sid and Nancy ,1986,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mona Lisa ,1986,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Heart Condition ,1990,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nights of Cabiria Le Notti di Cabiria ,1957,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Big Chill, The ",1983,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Enemy of the State ,1998,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
"Rugrats Movie, The ",1998,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Bug's Life, A ",1998,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Celebrity ,1998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Central Station Central do Brasil ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Savior ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Waking Ned Devine ,1998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Celebration, The Festen ",1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pink Flamingos ,1972,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Glen or Glenda ,1953,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Godzilla Gojira ,1954,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Godzilla Gojira ,1984,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
King Kong vs. Godzilla Kingukongu tai Gojira ,1962,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
King Kong ,1933,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
King Kong ,1976,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
King Kong Lives ,1986,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
Desperately Seeking Susan ,1985,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Emerald Forest, The ",1985,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Fletch ,1985,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fletch Lives ,1989,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Red Sonja ,1985,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Gung Ho ,1986,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Money Pit, The ",1986,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"View to a Kill, A ",1985,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Lifeforce ,1985,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Police Academy ,1984,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Police Academy : Their First Assignment ,1985,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Police Academy : Back in Training ,1986,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Police Academy : Citizens on Patrol ,1987,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Police Academy : Assignment: Miami Beach ,1988,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Police Academy : City Under Siege ,1989,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Babe: Pig in the City ,1998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Home Fries ,1998,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Jerry Springer: Ringmaster ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Very Bad Things ,1998,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Steam: The Turkish Bath Hamam ,1997,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Psycho ,1998,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
Little Voice ,1998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Simple Plan, A ",1998,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Jack Frost ,1998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Star Trek: Insurrection ,1998,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
"Prince of Egypt, The ",1998,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Rushmore ,1998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Shakespeare in Love ,1998,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Mass Appeal ,1984,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Miracle on th Street ,1947,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Santa Claus: The Movie ,1985,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Prancer ,1989,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pale Rider ,1985,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Rambo: First Blood Part II ,1985,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
First Blood ,1982,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Rambo III ,1988,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
"Jewel of the Nile, The ",1985,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False
Romancing the Stone ,1984,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False
Cocoon ,1985,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Cocoon: The Return ,1988,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Rocky II ,1979,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Rocky III ,1982,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Rocky IV ,1985,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Rocky V ,1990,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Clue ,1985,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Young Sherlock Holmes ,1985,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
Violets Are Blue... ,1986,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Back to School ,1986,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Heartburn ,1986,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nothing in Common ,1986,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Extremities ,1986,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
"Karate Kid, The ",1984,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Karate Kid, Part II, The ",1986,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
"Karate Kid III, The ",1989,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Christmas Vacation ,1989,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
You've Got Mail ,1998,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"General, The ",1998,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"Theory of Flight, The ",1998,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Thin Red Line, The ",1998,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
"Faculty, The ",1998,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Mighty Joe Young ,1998,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Mighty Joe Young ,1949,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Patch Adams ,1998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Stepmom ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Civil Action, A ",1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Down in the Delta ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hurlyburly ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tea with Mussolini ,1999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Wilde ,1997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Outside Ozona ,1998,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Affliction ,1997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Another Day in Paradise ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"HiLo Country, The ",1998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Hilary and Jackie ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Playing by Heart ,1998,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
 : Twenty Four Seven ,1997,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
At First Sight ,1999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
In Dreams ,1999,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Varsity Blues ,1999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Virus ,1999,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
"Garbage Pail Kids Movie, The ",1987,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Howard the Duck ,1986,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
"Gate, The ",1987,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"Gate II: Trespassers, The ",1990,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"Boy Who Could Fly, The ",1986,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"Fly, The ",1958,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
"Fly, The ",1986,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
"Fly II, The ",1989,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Running Scared ,1986,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Armed and Dangerous ,1986,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"Texas Chainsaw Massacre, The ",1974,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"Texas Chainsaw Massacre , The ",1986,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Leatherface: Texas Chainsaw Massacre III ,1990,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"Return of the Texas Chainsaw Massacre, The ",1994,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Ruthless People ,1986,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Trick or Treat ,1986,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Deadly Friend ,1986,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Belizaire the Cajun ,1986,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Name of the Rose, The ",1986,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Jumpin' Jack Flash ,1986,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Peggy Sue Got Married ,1986,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Crocodile Dundee ,1986,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Crocodile Dundee II ,1988,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Tough Guys ,1986,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Soul Man ,1986,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Color of Money, The ",1986,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 PickUp ,1986,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
Heartbreak Ridge ,1986,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Firewalker ,1986,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Three Amigos! ,1986,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Gloria ,1999,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Dry Cleaning Nettoyage � sec ,1997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
My Name Is Joe ,1998,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Still Crazy ,1998,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Day of the Beast, The El D�a de la bestia ",1995,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Tinseltown ,1998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
She's All That ,1999,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
hour Woman ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Blood, Guts, Bullets and Octane ",1998,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Peeping Tom ,1960,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Spanish Fly ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Payback ,1999,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Simply Irresistible ,1999,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
 Dates ,1998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Harmonists, The ",1997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Last Days, The ",1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Fantastic Planet, The La Plan�te sauvage ",1973,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Blast from the Past ,1999,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Message in a Bottle ,1999,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
My Favorite Martian ,1999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
God Said 'Ha!' ,1998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jawbreaker ,1999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
October Sky ,1999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Office Space ,1999,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Apple, The Sib ",1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 Cigarettes ,1999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MM ,1999,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
"Other Sister, The ",1999,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Breakfast of Champions ,1999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Breaks, The ",1999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Eight Days a Week ,1997,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Just the Ticket ,1999,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Long Goodbye, The ",1973,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"Ballad of Narayama, The Narayama Bushiko ",1982,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pet Sematary ,1989,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Pet Sematary II ,1992,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Children of the Corn II: The Final Sacrifice ,1993,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Children of the Corn III ,1994,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Christine ,1983,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Night Shift ,1982,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
House on Haunted Hill ,1958,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Airport ,1970,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Airport  ,1975,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Airport ' ,1977,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rollercoaster ,1977,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
"Towering Inferno, The ",1974,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Alligator ,1980,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
Meteor ,1979,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Westworld ,1973,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False
Logan's Run ,1976,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
Planet of the Apes ,1968,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Beneath the Planet of the Apes ,1970,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Battle for the Planet of the Apes ,1973,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Conquest of the Planet of the Apes ,1972,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Escape from the Planet of the Apes ,1971,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Avalanche ,1978,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Earthquake ,1974,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"Concorde: Airport ', The ",1979,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Beyond the Poseidon Adventure ,1979,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Dancemaker ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Analyze This ,1999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Corruptor, The ",1999,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False
Cruel Intentions ,1999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Lock, Stock & Two Smoking Barrels ",1998,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Six Ways to Sunday ,1997,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"School of Flesh, The L' �cole de la chair ",1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Relax... It's Just Sex ,1998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Deep End of the Ocean, The ",1999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Harvest ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Rage: Carrie , The ",1999,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Wing Commander ,1999,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
"Haunting, The ",1963,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Dead Ringers ,1988,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
My Boyfriend's Back ,1993,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Village of the Damned ,1960,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
Children of the Damned ,1963,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
Baby Geniuses ,1999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Telling You ,1998,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
I Stand Alone Seul contre tous ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Forces of Nature ,1999,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"King and I, The ",1999,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ravenous ,1999,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
True Crime ,1999,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Bandits ,1997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Beauty ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Empty Mirror, The ",1999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"King and I, The ",1956,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Doug's st Movie ,1999,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
EDtv ,1999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Mod Squad, The ",1999,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Among Giants ,1998,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Walk on the Moon, A ",1999,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Matrix, The ",1999,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
 Things I Hate About You ,1999,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Tango ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"OutofTowners, The ",1999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dreamlife of Angels, The La Vie r�v�e des anges ",1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Love, etc. ",1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Metroland ,1997,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Sticky Fingers of Time, The ",1997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Following ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Go ,1999,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Never Been Kissed ,1999,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Twin Dragons Shuang long hui ,1992,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Cookie's Fortune ,1999,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Foolish ,1999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Lovers of the Arctic Circle, The Los Amantes del C�rculo Polar ",1998,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Goodbye, Lover ",1999,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Life ,1999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Clubland ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Friends & Lovers ,1999,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Hideous Kinky ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jeanne and the Perfect Guy Jeanne et le gar�on formidable ,1998,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Joyriders, The ",1999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Monster, The Il Mostro ",1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Open Your Eyes Abre los ojos ,1997,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Photographer Fotoamator ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC Punk! ,1998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lost & Found ,1999,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Pushing Tin ,1999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Election ,1999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
eXistenZ ,1999,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
"Little Bit of Soul, A ",1998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mighty Peking Man Hsing hsing wang ,1977,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
N� ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let it Come Down: The Life of Paul Bowles ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Entrapment ,1999,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Idle Hands ,1999,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Get Real ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Heaven ,1998,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
"King of Masks, The Bian Lian ",1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Three Seasons ,1999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Winslow Boy, The ",1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mildred Pierce ,1945,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Night of the Comet ,1984,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
Chopping Mall a.k.a. Killbots ,1986,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
My Science Project ,1985,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Dick Tracy ,1990,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
"Mummy, The ",1999,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False
"Castle, The ",1997,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mascara ,1999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
This Is My Father ,1998,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Xiu Xiu: The SentDown Girl Tian yu ,1998,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Midsummer Night's Dream, A ",1999,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Trippin' ,1999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
After Life ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Black Mask Hak hap ,1996,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
