"IsDepDelayed","fYear","fMonth","fDayofMonth","fDayOfWeek","UniqueCarrier","Origin","Dest","Distance"
"YES","f1993","f1","f25","f1","US","PHL","JAX",742
"NO","f1993","f1","f27","f3","US","PHL","JAX",742
"NO","f1993","f1","f28","f4","US","PHL","JAX",742
"NO","f1993","f1","f29","f5","US","PHL","JAX",742
"NO","f1993","f1","f30","f6","US","PHL","JAX",742
"YES","f1993","f1","f3","f7","US","IND","BWI",515
"YES","f1993","f1","f4","f1","US","IND","BWI",515
"NO","f1993","f1","f5","f2","US","IND","BWI",515
"YES","f1993","f1","f6","f3","US","IND","BWI",515
"YES","f1993","f1","f7","f4","US","IND","BWI",515
"YES","f1993","f1","f8","f5","US","IND","BWI",515
"YES","f1993","f1","f10","f7","US","IND","BWI",515
"NO","f1993","f1","f11","f1","US","IND","BWI",515
"YES","f1993","f1","f13","f3","US","IND","BWI",515
"YES","f1993","f1","f14","f4","US","IND","BWI",515
"YES","f1993","f1","f15","f5","US","IND","BWI",515
"YES","f1993","f1","f17","f7","US","IND","BWI",515
"YES","f1993","f1","f18","f1","US","IND","BWI",515
"NO","f1993","f1","f20","f3","US","IND","BWI",515
"YES","f1993","f1","f21","f4","US","IND","BWI",515
"YES","f1993","f1","f22","f5","US","IND","BWI",515
"YES","f1993","f1","f24","f7","US","IND","BWI",515
"YES","f1993","f1","f25","f1","US","IND","BWI",515
"YES","f1993","f1","f26","f2","US","IND","BWI",515
"YES","f1993","f1","f29","f5","US","IND","BWI",515
"NO","f1993","f1","f31","f7","US","IND","BWI",515
"YES","f1993","f1","f1","f5","US","PHX","IND",1489
"YES","f1993","f1","f3","f7","US","PHX","IND",1489
"YES","f1993","f1","f4","f1","US","PHX","IND",1489
"YES","f1993","f1","f5","f2","US","PHX","IND",1489
"YES","f1993","f1","f6","f3","US","PHX","IND",1489
"YES","f1993","f1","f7","f4","US","PHX","IND",1489
"YES","f1993","f1","f10","f7","US","PHX","IND",1489
"YES","f1993","f1","f11","f1","US","PHX","IND",1489
"YES","f1993","f1","f13","f3","US","PHX","IND",1489
"YES","f1993","f1","f14","f4","US","PHX","IND",1489
"NO","f1993","f1","f15","f5","US","PHX","IND",1489
"NO","f1993","f1","f16","f6","US","PHX","IND",1489
"YES","f1993","f1","f17","f7","US","PHX","IND",1489
"YES","f1993","f1","f18","f1","US","PHX","IND",1489
"NO","f1993","f1","f19","f2","US","PHX","IND",1489
"NO","f1993","f1","f20","f3","US","PHX","IND",1489
"YES","f1993","f1","f22","f5","US","PHX","IND",1489
"NO","f1993","f1","f23","f6","US","PHX","IND",1489
"YES","f1993","f1","f24","f7","US","PHX","IND",1489
"YES","f1993","f1","f25","f1","US","PHX","IND",1489
"NO","f1993","f1","f26","f2","US","PHX","IND",1489
"NO","f1993","f1","f27","f3","US","PHX","IND",1489
"NO","f1993","f1","f28","f4","US","PHX","IND",1489
"NO","f1993","f1","f29","f5","US","PHX","IND",1489
"YES","f1993","f1","f30","f6","US","PHX","IND",1489
"YES","f1993","f1","f31","f7","US","PHX","IND",1489
"YES","f1993","f1","f1","f5","US","TUS","PHX",110
"NO","f1993","f1","f2","f6","US","TUS","PHX",110
"YES","f1993","f1","f3","f7","US","TUS","PHX",110
"NO","f1993","f1","f4","f1","US","TUS","PHX",110
"NO","f1993","f1","f5","f2","US","TUS","PHX",110
"YES","f1993","f1","f6","f3","US","TUS","PHX",110
"NO","f1993","f1","f7","f4","US","TUS","PHX",110
"YES","f1993","f1","f8","f5","US","TUS","PHX",110
"YES","f1993","f1","f9","f6","US","TUS","PHX",110
"NO","f1993","f1","f10","f7","US","TUS","PHX",110
"NO","f1993","f1","f11","f1","US","TUS","PHX",110
"NO","f1993","f1","f13","f3","US","TUS","PHX",110
"NO","f1993","f1","f15","f5","US","TUS","PHX",110
"NO","f1993","f1","f16","f6","US","TUS","PHX",110
"NO","f1993","f1","f17","f7","US","TUS","PHX",110
"YES","f1993","f1","f18","f1","US","TUS","PHX",110
"NO","f1993","f1","f19","f2","US","TUS","PHX",110
"NO","f1993","f1","f20","f3","US","TUS","PHX",110
"NO","f1993","f1","f21","f4","US","TUS","PHX",110
"NO","f1993","f1","f23","f6","US","TUS","PHX",110
"NO","f1993","f1","f24","f7","US","TUS","PHX",110
"NO","f1993","f1","f25","f1","US","TUS","PHX",110
"NO","f1993","f1","f26","f2","US","TUS","PHX",110
"NO","f1993","f1","f27","f3","US","TUS","PHX",110
"NO","f1993","f1","f28","f4","US","TUS","PHX",110
"NO","f1993","f1","f29","f5","US","TUS","PHX",110
"NO","f1993","f1","f30","f6","US","TUS","PHX",110
"NO","f1993","f1","f31","f7","US","TUS","PHX",110
"YES","f1993","f1","f1","f5","US","BDL","PIT",406
"YES","f1993","f1","f2","f6","US","BDL","PIT",406
"NO","f1993","f1","f3","f7","US","BDL","PIT",406
"YES","f1993","f1","f5","f2","US","BDL","PIT",406
"YES","f1993","f1","f6","f3","US","BDL","PIT",406
"NO","f1993","f1","f7","f4","US","BDL","PIT",406
"YES","f1993","f1","f8","f5","US","BDL","PIT",406
"YES","f1993","f1","f9","f6","US","BDL","PIT",406
"YES","f1993","f1","f10","f7","US","BDL","PIT",406
"YES","f1993","f1","f12","f2","US","BDL","PIT",406
"YES","f1993","f1","f14","f4","US","BDL","PIT",406
"YES","f1993","f1","f15","f5","US","BDL","PIT",406
"NO","f1993","f1","f17","f7","US","BDL","PIT",406
"NO","f1993","f1","f18","f1","US","BDL","PIT",406
"YES","f1993","f1","f21","f4","US","BDL","PIT",406
"YES","f1993","f1","f22","f5","US","BDL","PIT",406
"YES","f1993","f1","f24","f7","US","BDL","PIT",406
"NO","f1993","f1","f25","f1","US","BDL","PIT",406
"YES","f1993","f1","f26","f2","US","BDL","PIT",406
"YES","f1993","f1","f27","f3","US","BDL","PIT",406
"YES","f1993","f1","f28","f4","US","BDL","PIT",406
"YES","f1993","f1","f29","f5","US","BDL","PIT",406
"NO","f1993","f1","f30","f6","US","BDL","PIT",406
"NO","f1993","f1","f31","f7","US","BDL","PIT",406
"YES","f1993","f1","f1","f5","US","PIT","IND",325
"YES","f1993","f1","f3","f7","US","PIT","IND",325
"YES","f1993","f1","f5","f2","US","PIT","IND",325
"YES","f1993","f1","f7","f4","US","PIT","IND",325
"YES","f1993","f1","f8","f5","US","PIT","IND",325
"YES","f1993","f1","f9","f6","US","PIT","IND",325
"YES","f1993","f1","f10","f7","US","PIT","IND",325
"YES","f1993","f1","f11","f1","US","PIT","IND",325
"YES","f1993","f1","f12","f2","US","PIT","IND",325
"YES","f1993","f1","f13","f3","US","PIT","IND",325
"YES","f1993","f1","f14","f4","US","PIT","IND",325
"YES","f1993","f1","f15","f5","US","PIT","IND",325
"YES","f1993","f1","f16","f6","US","PIT","IND",325
"YES","f1993","f1","f17","f7","US","PIT","IND",325
"NO","f1993","f1","f18","f1","US","PIT","IND",325
"NO","f1993","f1","f19","f2","US","PIT","IND",325
"YES","f1993","f1","f20","f3","US","PIT","IND",325
"YES","f1993","f1","f21","f4","US","PIT","IND",325
"YES","f1993","f1","f22","f5","US","PIT","IND",325
"NO","f1993","f1","f23","f6","US","PIT","IND",325
"NO","f1993","f1","f24","f7","US","PIT","IND",325
"YES","f1993","f1","f25","f1","US","PIT","IND",325
"NO","f1993","f1","f26","f2","US","PIT","IND",325
"YES","f1993","f1","f27","f3","US","PIT","IND",325
"YES","f1993","f1","f28","f4","US","PIT","IND",325
"YES","f1993","f1","f29","f5","US","PIT","IND",325
"YES","f1993","f1","f31","f7","US","PIT","IND",325
"YES","f1993","f1","f4","f1","US","PHL","RDU",336
"NO","f1993","f1","f5","f2","US","PHL","RDU",336
"YES","f1993","f1","f6","f3","US","PHL","RDU",336
"YES","f1993","f1","f7","f4","US","PHL","RDU",336
"YES","f1993","f1","f8","f5","US","PHL","RDU",336
"YES","f1993","f1","f13","f3","US","PHL","RDU",336
"YES","f1993","f1","f14","f4","US","PHL","RDU",336
"NO","f1993","f1","f18","f1","US","PHL","RDU",336
"YES","f1993","f1","f19","f2","US","PHL","RDU",336
"NO","f1993","f1","f20","f3","US","PHL","RDU",336
"YES","f1993","f1","f22","f5","US","PHL","RDU",336
"YES","f1993","f1","f26","f2","US","PHL","RDU",336
"YES","f1993","f1","f27","f3","US","PHL","RDU",336
"YES","f1993","f1","f28","f4","US","PHL","RDU",336
"YES","f1993","f1","f29","f5","US","PHL","RDU",336
"NO","f1993","f1","f4","f1","US","BOS","CLE",563
"NO","f1993","f1","f7","f4","US","BOS","CLE",563
"NO","f1993","f1","f8","f5","US","BOS","CLE",563
"NO","f1993","f1","f12","f2","US","BOS","CLE",563
"YES","f1993","f1","f13","f3","US","BOS","CLE",563
"YES","f1993","f1","f14","f4","US","BOS","CLE",563
"YES","f1993","f1","f15","f5","US","BOS","CLE",563
"NO","f1993","f1","f18","f1","US","BOS","CLE",563
"NO","f1993","f1","f20","f3","US","BOS","CLE",563
"NO","f1993","f1","f21","f4","US","BOS","CLE",563
"YES","f1993","f1","f22","f5","US","BOS","CLE",563
"YES","f1993","f1","f25","f1","US","BOS","CLE",563
"NO","f1993","f1","f26","f2","US","BOS","CLE",563
"NO","f1993","f1","f27","f3","US","BOS","CLE",563
"YES","f1993","f1","f28","f4","US","BOS","CLE",563
"NO","f1993","f1","f29","f5","US","BOS","CLE",563
"YES","f1993","f1","f1","f5","US","MIA","PIT",1013
"YES","f1993","f1","f2","f6","US","MIA","PIT",1013
"YES","f1993","f1","f3","f7","US","MIA","PIT",1013
"YES","f1993","f1","f4","f1","US","MIA","PIT",1013
"YES","f1993","f1","f5","f2","US","MIA","PIT",1013
"YES","f1993","f1","f6","f3","US","MIA","PIT",1013
"NO","f1993","f1","f8","f5","US","MIA","PIT",1013
"YES","f1993","f1","f10","f7","US","MIA","PIT",1013
"YES","f1993","f1","f12","f2","US","MIA","PIT",1013
"NO","f1993","f1","f13","f3","US","MIA","PIT",1013
"NO","f1993","f1","f14","f4","US","MIA","PIT",1013
"YES","f1993","f1","f17","f7","US","MIA","PIT",1013
"YES","f1993","f1","f19","f2","US","MIA","PIT",1013
"NO","f1993","f1","f20","f3","US","MIA","PIT",1013
"YES","f1993","f1","f21","f4","US","MIA","PIT",1013
"NO","f1993","f1","f22","f5","US","MIA","PIT",1013
"YES","f1993","f1","f24","f7","US","MIA","PIT",1013
"NO","f1993","f1","f25","f1","US","MIA","PIT",1013
"NO","f1993","f1","f26","f2","US","MIA","PIT",1013
"YES","f1993","f1","f28","f4","US","MIA","PIT",1013
"YES","f1993","f1","f29","f5","US","MIA","PIT",1013
"YES","f1993","f1","f31","f7","US","MIA","PIT",1013
"YES","f1993","f1","f1","f5","US","PIT","ABE",253
"NO","f1993","f1","f2","f6","US","PIT","ABE",253
"YES","f1993","f1","f3","f7","US","PIT","ABE",253
"YES","f1993","f1","f5","f2","US","PIT","ABE",253
"NO","f1993","f1","f6","f3","US","PIT","ABE",253
"YES","f1993","f1","f7","f4","US","PIT","ABE",253
"NO","f1993","f1","f8","f5","US","PIT","ABE",253
"NO","f1993","f1","f9","f6","US","PIT","ABE",253
"NO","f1993","f1","f10","f7","US","PIT","ABE",253
"NO","f1993","f1","f11","f1","US","PIT","ABE",253
"YES","f1993","f1","f13","f3","US","PIT","ABE",253
"NO","f1993","f1","f14","f4","US","PIT","ABE",253
"YES","f1993","f1","f15","f5","US","PIT","ABE",253
"NO","f1993","f1","f16","f6","US","PIT","ABE",253
"YES","f1993","f1","f17","f7","US","PIT","ABE",253
"NO","f1993","f1","f19","f2","US","PIT","ABE",253
"YES","f1993","f1","f20","f3","US","PIT","ABE",253
"NO","f1993","f1","f21","f4","US","PIT","ABE",253
"NO","f1993","f1","f23","f6","US","PIT","ABE",253
"NO","f1993","f1","f24","f7","US","PIT","ABE",253
"YES","f1993","f1","f25","f1","US","PIT","ABE",253
"NO","f1993","f1","f26","f2","US","PIT","ABE",253
"NO","f1993","f1","f27","f3","US","PIT","ABE",253
"YES","f1993","f1","f28","f4","US","PIT","ABE",253
"YES","f1993","f1","f29","f5","US","PIT","ABE",253
"YES","f1993","f1","f30","f6","US","PIT","ABE",253
"NO","f1993","f1","f31","f7","US","PIT","ABE",253
"YES","f1993","f1","f2","f6","US","LGA","GSP",610
"NO","f1993","f1","f4","f1","US","LGA","GSP",610
"YES","f1993","f1","f5","f2","US","LGA","GSP",610
"NO","f1993","f1","f6","f3","US","LGA","GSP",610
"NO","f1993","f1","f7","f4","US","LGA","GSP",610
"NO","f1993","f1","f8","f5","US","LGA","GSP",610
"YES","f1993","f1","f9","f6","US","LGA","GSP",610
"YES","f1993","f1","f11","f1","US","LGA","GSP",610
"YES","f1993","f1","f12","f2","US","LGA","GSP",610
"YES","f1993","f1","f13","f3","US","LGA","GSP",610
"NO","f1993","f1","f14","f4","US","LGA","GSP",610
"NO","f1993","f1","f15","f5","US","LGA","GSP",610
"YES","f1993","f1","f18","f1","US","LGA","GSP",610
"YES","f1993","f1","f20","f3","US","LGA","GSP",610
"NO","f1993","f1","f22","f5","US","LGA","GSP",610
"YES","f1993","f1","f23","f6","US","LGA","GSP",610
"YES","f1993","f1","f25","f1","US","LGA","GSP",610
"YES","f1993","f1","f26","f2","US","LGA","GSP",610
"YES","f1993","f1","f27","f3","US","LGA","GSP",610
"YES","f1993","f1","f29","f5","US","LGA","GSP",610
"YES","f1993","f1","f30","f6","US","LGA","GSP",610
"YES","f1993","f1","f1","f5","US","SFO","PIT",2254
"YES","f1993","f1","f2","f6","US","SFO","PIT",2254
"YES","f1993","f1","f3","f7","US","SFO","PIT",2254
"YES","f1993","f1","f4","f1","US","SFO","PIT",2254
"NO","f1993","f1","f5","f2","US","SFO","PIT",2254
"YES","f1993","f1","f6","f3","US","SFO","PIT",2254
"YES","f1993","f1","f7","f4","US","SFO","PIT",2254
"YES","f1993","f1","f8","f5","US","SFO","PIT",2254
"YES","f1993","f1","f9","f6","US","SFO","PIT",2254
"YES","f1993","f1","f10","f7","US","SFO","PIT",2254
"NO","f1993","f1","f11","f1","US","SFO","PIT",2254
"NO","f1993","f1","f12","f2","US","SFO","PIT",2254
"YES","f1993","f1","f13","f3","US","SFO","PIT",2254
"YES","f1993","f1","f14","f4","US","SFO","PIT",2254
"YES","f1993","f1","f15","f5","US","SFO","PIT",2254
"NO","f1993","f1","f16","f6","US","SFO","PIT",2254
"NO","f1993","f1","f17","f7","US","SFO","PIT",2254
"NO","f1993","f1","f18","f1","US","SFO","PIT",2254
"NO","f1993","f1","f19","f2","US","SFO","PIT",2254
"NO","f1993","f1","f20","f3","US","SFO","PIT",2254
"NO","f1993","f1","f21","f4","US","SFO","PIT",2254
"YES","f1993","f1","f22","f5","US","SFO","PIT",2254
"NO","f1993","f1","f23","f6","US","SFO","PIT",2254
"YES","f1993","f1","f24","f7","US","SFO","PIT",2254
"NO","f1993","f1","f25","f1","US","SFO","PIT",2254
"NO","f1993","f1","f26","f2","US","SFO","PIT",2254
"NO","f1993","f1","f27","f3","US","SFO","PIT",2254
"NO","f1993","f1","f28","f4","US","SFO","PIT",2254
"NO","f1993","f1","f29","f5","US","SFO","PIT",2254
"NO","f1993","f1","f30","f6","US","SFO","PIT",2254
"NO","f1993","f1","f31","f7","US","SFO","PIT",2254
"NO","f1993","f1","f1","f5","US","PHL","IAH",1324
"YES","f1993","f1","f2","f6","US","PHL","IAH",1324
"YES","f1993","f1","f3","f7","US","PHL","IAH",1324
"YES","f1993","f1","f4","f1","US","PHL","IAH",1324
"NO","f1993","f1","f5","f2","US","PHL","IAH",1324
"NO","f1993","f1","f6","f3","US","PHL","IAH",1324
"NO","f1993","f1","f8","f5","US","PHL","IAH",1324
"YES","f1993","f1","f9","f6","US","PHL","IAH",1324
"YES","f1993","f1","f10","f7","US","PHL","IAH",1324
"YES","f1993","f1","f11","f1","US","PHL","IAH",1324
"NO","f1993","f1","f12","f2","US","PHL","IAH",1324
"YES","f1993","f1","f13","f3","US","PHL","IAH",1324
"NO","f1993","f1","f14","f4","US","PHL","IAH",1324
"NO","f1993","f1","f15","f5","US","PHL","IAH",1324
"NO","f1993","f1","f16","f6","US","PHL","IAH",1324
"NO","f1993","f1","f17","f7","US","PHL","IAH",1324
"NO","f1993","f1","f19","f2","US","PHL","IAH",1324
"NO","f1993","f1","f21","f4","US","PHL","IAH",1324
"NO","f1993","f1","f22","f5","US","PHL","IAH",1324
"NO","f1993","f1","f25","f1","US","PHL","IAH",1324
"NO","f1993","f1","f27","f3","US","PHL","IAH",1324
"YES","f1993","f1","f28","f4","US","PHL","IAH",1324
"NO","f1993","f1","f29","f5","US","PHL","IAH",1324
"NO","f1993","f1","f30","f6","US","PHL","IAH",1324
"NO","f1993","f1","f31","f7","US","PHL","IAH",1324
"NO","f1993","f1","f1","f5","US","ROC","PHL",257
"YES","f1993","f1","f4","f1","US","ROC","PHL",257
"YES","f1993","f1","f5","f2","US","ROC","PHL",257
"NO","f1993","f1","f6","f3","US","ROC","PHL",257
"YES","f1993","f1","f7","f4","US","ROC","PHL",257
"YES","f1993","f1","f8","f5","US","ROC","PHL",257
"NO","f1993","f1","f9","f6","US","ROC","PHL",257
"NO","f1993","f1","f10","f7","US","ROC","PHL",257
"NO","f1993","f1","f12","f2","US","ROC","PHL",257
"YES","f1993","f1","f14","f4","US","ROC","PHL",257
"NO","f1993","f1","f16","f6","US","ROC","PHL",257
"NO","f1993","f1","f17","f7","US","ROC","PHL",257
"YES","f1993","f1","f18","f1","US","ROC","PHL",257
"NO","f1993","f1","f19","f2","US","ROC","PHL",257
"NO","f1993","f1","f21","f4","US","ROC","PHL",257
"NO","f1993","f1","f22","f5","US","ROC","PHL",257
"NO","f1993","f1","f23","f6","US","ROC","PHL",257
"YES","f1993","f1","f25","f1","US","ROC","PHL",257
"NO","f1993","f1","f26","f2","US","ROC","PHL",257
"NO","f1993","f1","f27","f3","US","ROC","PHL",257
"NO","f1993","f1","f28","f4","US","ROC","PHL",257
"NO","f1993","f1","f29","f5","US","ROC","PHL",257
"YES","f1993","f1","f31","f7","US","ROC","PHL",257
"NO","f1993","f1","f1","f5","US","IND","LAS",1591
"YES","f1993","f1","f2","f6","US","IND","LAS",1591
"YES","f1993","f1","f4","f1","US","IND","LAS",1591
"YES","f1993","f1","f5","f2","US","IND","LAS",1591
"YES","f1993","f1","f7","f4","US","IND","LAS",1591
"NO","f1993","f1","f8","f5","US","IND","LAS",1591
"YES","f1993","f1","f9","f6","US","IND","LAS",1591
"YES","f1993","f1","f10","f7","US","IND","LAS",1591
"NO","f1993","f1","f11","f1","US","IND","LAS",1591
"YES","f1993","f1","f12","f2","US","IND","LAS",1591
"YES","f1993","f1","f13","f3","US","IND","LAS",1591
"YES","f1993","f1","f14","f4","US","IND","LAS",1591
"YES","f1993","f1","f15","f5","US","IND","LAS",1591
"NO","f1993","f1","f16","f6","US","IND","LAS",1591
"YES","f1993","f1","f17","f7","US","IND","LAS",1591
"YES","f1993","f1","f18","f1","US","IND","LAS",1591
"YES","f1993","f1","f19","f2","US","IND","LAS",1591
"YES","f1993","f1","f20","f3","US","IND","LAS",1591
"YES","f1993","f1","f22","f5","US","IND","LAS",1591
"NO","f1993","f1","f23","f6","US","IND","LAS",1591
"YES","f1993","f1","f24","f7","US","IND","LAS",1591
"NO","f1993","f1","f25","f1","US","IND","LAS",1591
"YES","f1993","f1","f26","f2","US","IND","LAS",1591
"YES","f1993","f1","f27","f3","US","IND","LAS",1591
"YES","f1993","f1","f28","f4","US","IND","LAS",1591
"NO","f1993","f1","f29","f5","US","IND","LAS",1591
"YES","f1993","f1","f31","f7","US","IND","LAS",1591
"YES","f1993","f1","f1","f5","US","LAS","LAX",236
"YES","f1993","f1","f2","f6","US","LAS","LAX",236
"YES","f1993","f1","f4","f1","US","LAS","LAX",236
"YES","f1993","f1","f5","f2","US","LAS","LAX",236
"YES","f1993","f1","f6","f3","US","LAS","LAX",236
"NO","f1993","f1","f8","f5","US","LAS","LAX",236
"NO","f1993","f1","f9","f6","US","LAS","LAX",236
"YES","f1993","f1","f10","f7","US","LAS","LAX",236
"NO","f1993","f1","f11","f1","US","LAS","LAX",236
"YES","f1993","f1","f12","f2","US","LAS","LAX",236
"YES","f1993","f1","f13","f3","US","LAS","LAX",236
"NO","f1993","f1","f14","f4","US","LAS","LAX",236
"NO","f1993","f1","f15","f5","US","LAS","LAX",236
"YES","f1993","f1","f16","f6","US","LAS","LAX",236
"YES","f1993","f1","f17","f7","US","LAS","LAX",236
"YES","f1993","f1","f18","f1","US","LAS","LAX",236
"YES","f1993","f1","f19","f2","US","LAS","LAX",236
"NO","f1993","f1","f20","f3","US","LAS","LAX",236
"NO","f1993","f1","f21","f4","US","LAS","LAX",236
"YES","f1993","f1","f22","f5","US","LAS","LAX",236
"NO","f1993","f1","f23","f6","US","LAS","LAX",236
"NO","f1993","f1","f24","f7","US","LAS","LAX",236
"NO","f1993","f1","f25","f1","US","LAS","LAX",236
"NO","f1993","f1","f26","f2","US","LAS","LAX",236
"NO","f1993","f1","f27","f3","US","LAS","LAX",236
"YES","f1993","f1","f29","f5","US","LAS","LAX",236
"NO","f1993","f1","f30","f6","US","LAS","LAX",236
"YES","f1993","f1","f2","f6","US","PHL","SFO",2521
"YES","f1993","f1","f4","f1","US","PHL","SFO",2521
"YES","f1993","f1","f5","f2","US","PHL","SFO",2521
"YES","f1993","f1","f7","f4","US","PHL","SFO",2521
"NO","f1993","f1","f8","f5","US","PHL","SFO",2521
"YES","f1993","f1","f9","f6","US","PHL","SFO",2521
"NO","f1993","f1","f10","f7","US","PHL","SFO",2521
"YES","f1993","f1","f12","f2","US","PHL","SFO",2521
"YES","f1993","f1","f13","f3","US","PHL","SFO",2521
"YES","f1993","f1","f14","f4","US","PHL","SFO",2521
"YES","f1993","f1","f15","f5","US","PHL","SFO",2521
"NO","f1993","f1","f16","f6","US","PHL","SFO",2521
"NO","f1993","f1","f17","f7","US","PHL","SFO",2521
"NO","f1993","f1","f18","f1","US","PHL","SFO",2521
"YES","f1993","f1","f19","f2","US","PHL","SFO",2521
"YES","f1993","f1","f21","f4","US","PHL","SFO",2521
"YES","f1993","f1","f23","f6","US","PHL","SFO",2521
"YES","f1993","f1","f24","f7","US","PHL","SFO",2521
"YES","f1993","f1","f25","f1","US","PHL","SFO",2521
"NO","f1993","f1","f26","f2","US","PHL","SFO",2521
"YES","f1993","f1","f27","f3","US","PHL","SFO",2521
"YES","f1993","f1","f28","f4","US","PHL","SFO",2521
"YES","f1993","f1","f29","f5","US","PHL","SFO",2521
"YES","f1993","f1","f30","f6","US","PHL","SFO",2521
"YES","f1993","f1","f31","f7","US","PHL","SFO",2521
"YES","f1993","f1","f1","f5","US","MCO","PIT",834
"YES","f1993","f1","f2","f6","US","MCO","PIT",834
"NO","f1993","f1","f3","f7","US","MCO","PIT",834
"YES","f1993","f1","f4","f1","US","MCO","PIT",834
"YES","f1993","f1","f6","f3","US","MCO","PIT",834
"YES","f1993","f1","f7","f4","US","MCO","PIT",834
"NO","f1993","f1","f8","f5","US","MCO","PIT",834
"YES","f1993","f1","f9","f6","US","MCO","PIT",834
"YES","f1993","f1","f10","f7","US","MCO","PIT",834
"YES","f1993","f1","f12","f2","US","MCO","PIT",834
"YES","f1993","f1","f13","f3","US","MCO","PIT",834
"NO","f1993","f1","f14","f4","US","MCO","PIT",834
"YES","f1993","f1","f15","f5","US","MCO","PIT",834
"YES","f1993","f1","f16","f6","US","MCO","PIT",834
"YES","f1993","f1","f17","f7","US","MCO","PIT",834
"YES","f1993","f1","f18","f1","US","MCO","PIT",834
"NO","f1993","f1","f19","f2","US","MCO","PIT",834
"YES","f1993","f1","f20","f3","US","MCO","PIT",834
"YES","f1993","f1","f22","f5","US","MCO","PIT",834
"NO","f1993","f1","f23","f6","US","MCO","PIT",834
"YES","f1993","f1","f24","f7","US","MCO","PIT",834
"NO","f1993","f1","f25","f1","US","MCO","PIT",834
"YES","f1993","f1","f26","f2","US","MCO","PIT",834
"NO","f1993","f1","f27","f3","US","MCO","PIT",834
"YES","f1993","f1","f29","f5","US","MCO","PIT",834
"NO","f1993","f1","f30","f6","US","MCO","PIT",834
"YES","f1993","f1","f31","f7","US","MCO","PIT",834
"YES","f1993","f1","f1","f5","US","PHL","IND",587
"NO","f1993","f1","f2","f6","US","PHL","IND",587
"NO","f1993","f1","f4","f1","US","PHL","IND",587
"NO","f1993","f1","f6","f3","US","PHL","IND",587
"YES","f1993","f1","f7","f4","US","PHL","IND",587
"NO","f1993","f1","f8","f5","US","PHL","IND",587
"NO","f1993","f1","f9","f6","US","PHL","IND",587
"NO","f1993","f1","f11","f1","US","PHL","IND",587
"YES","f1993","f1","f12","f2","US","PHL","IND",587
"YES","f1993","f1","f13","f3","US","PHL","IND",587
"NO","f1993","f1","f14","f4","US","PHL","IND",587
"YES","f1993","f1","f15","f5","US","PHL","IND",587
"NO","f1993","f1","f16","f6","US","PHL","IND",587
"NO","f1993","f1","f18","f1","US","PHL","IND",587
"YES","f1993","f1","f19","f2","US","PHL","IND",587
"YES","f1993","f1","f21","f4","US","PHL","IND",587
"NO","f1993","f1","f22","f5","US","PHL","IND",587
"YES","f1993","f1","f23","f6","US","PHL","IND",587
"NO","f1993","f1","f25","f1","US","PHL","IND",587
"NO","f1993","f1","f26","f2","US","PHL","IND",587
"YES","f1993","f1","f27","f3","US","PHL","IND",587
"YES","f1993","f1","f28","f4","US","PHL","IND",587
"NO","f1993","f1","f29","f5","US","PHL","IND",587
"NO","f1993","f1","f30","f6","US","PHL","IND",587
"YES","f1993","f1","f5","f2","US","PIT","EWR",319
"NO","f1993","f1","f6","f3","US","PIT","EWR",319
"NO","f1993","f1","f7","f4","US","PIT","EWR",319
"YES","f1993","f1","f12","f2","US","PIT","EWR",319
"NO","f1993","f1","f13","f3","US","PIT","EWR",319
"YES","f1993","f1","f15","f5","US","PIT","EWR",319
"YES","f1993","f1","f18","f1","US","PIT","EWR",319
"YES","f1993","f1","f19","f2","US","PIT","EWR",319
"NO","f1993","f1","f20","f3","US","PIT","EWR",319
"YES","f1993","f1","f21","f4","US","PIT","EWR",319
"NO","f1993","f1","f22","f5","US","PIT","EWR",319
"YES","f1993","f1","f25","f1","US","PIT","EWR",319
"YES","f1993","f1","f26","f2","US","PIT","EWR",319
"NO","f1993","f1","f27","f3","US","PIT","EWR",319
"YES","f1993","f1","f28","f4","US","PIT","EWR",319
"NO","f1993","f1","f29","f5","US","PIT","EWR",319
"YES","f1993","f1","f3","f7","US","BOS","CLE",563
"YES","f1993","f1","f4","f1","US","BOS","CLE",563
"YES","f1993","f1","f5","f2","US","BOS","CLE",563
"NO","f1993","f1","f6","f3","US","BOS","CLE",563
"YES","f1993","f1","f7","f4","US","BOS","CLE",563
"NO","f1993","f1","f8","f5","US","BOS","CLE",563
"YES","f1993","f1","f10","f7","US","BOS","CLE",563
"YES","f1993","f1","f11","f1","US","BOS","CLE",563
"NO","f1993","f1","f12","f2","US","BOS","CLE",563
"YES","f1993","f1","f13","f3","US","BOS","CLE",563
"YES","f1993","f1","f14","f4","US","BOS","CLE",563
"YES","f1993","f1","f15","f5","US","BOS","CLE",563
"YES","f1993","f1","f17","f7","US","BOS","CLE",563
"NO","f1993","f1","f19","f2","US","BOS","CLE",563
"NO","f1993","f1","f20","f3","US","BOS","CLE",563
"NO","f1993","f1","f21","f4","US","BOS","CLE",563
"YES","f1993","f1","f22","f5","US","BOS","CLE",563
"NO","f1993","f1","f24","f7","US","BOS","CLE",563
"YES","f1993","f1","f25","f1","US","BOS","CLE",563
"NO","f1993","f1","f26","f2","US","BOS","CLE",563
"NO","f1993","f1","f27","f3","US","BOS","CLE",563
"YES","f1993","f1","f28","f4","US","BOS","CLE",563
