SN,Name,Type,Year,Animation,Comedy,Crime,Fantasy,Action,Thriller,Romance,Family,Adventure,Mystery,Horror,Musical,War,Western,Sci-Fi,Film-Noir
1986,Halloween 5: The Revenge of Michael Myers (1989),Horror,1989,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1987,Prom Night (1980),Horror,1980,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1988,Hello Mary Lou: Prom Night II (1987),Horror,1987,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1989,Prom Night III: The Last Kiss (1989),Horror,1989,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1990,Prom Night IV: Deliver Us From Evil (1992),Horror,1992,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1991,Child's Play (1988),Horror,1988,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1992,Child's Play 2 (1990),Horror,1990,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1993,Child's Play 3 (1992),Horror,1992,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1994,Poltergeist (1982),Horror|Thriller,1982,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1995,Poltergeist II: The Other Side (1986),Horror|Thriller,1986,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1996,Poltergeist III (1988),Horror|Thriller,1988,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1997,"Exorcist, The (1973)",Horror,1973,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1998,Exorcist II: The Heretic (1977),Horror,1977,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1999,"Exorcist III, The (1990)",Horror,1990,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,1987,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,1989,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,1992,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2003,Gremlins (1984),Comedy|Horror,1984,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2004,Gremlins 2: The New Batch (1990),Comedy|Horror,1990,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2005,"Goonies, The (1985)",Adventure|Children's|Fantasy,1985,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
2006,"Mask of Zorro, The (1998)",Action|Adventure|Romance,1998,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False
2007,Polish Wedding (1998),Comedy,1998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008,"This World, Then the Fireworks (1996)",Crime|Drama|Film-Noir,1996,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2009,Soylent Green (1973),Sci-Fi|Thriller,1973,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2010,Metropolis (1926),Sci-Fi,1926,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2011,Back to the Future Part II (1989),Comedy|Sci-Fi,1989,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2012,Back to the Future Part III (1990),Comedy|Sci-Fi|Western,1990,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2013,"Poseidon Adventure, The (1972)",Action|Adventure,1972,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2014,Freaky Friday (1977),Children's|Comedy,1977,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,"Absent Minded Professor, The (1961)",Children's|Comedy|Fantasy,1961,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2016,"Apple Dumpling Gang Rides Again, The (1979)",Children's|Comedy|Western,1979,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2017,Babes in Toyland (1961),Children's|Fantasy|Musical,1961,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2018,Bambi (1942),Animation|Children's,1942,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama,1954,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2020,Dangerous Liaisons (1988),Drama|Romance,1988,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2021,Dune (1984),Fantasy|Sci-Fi,1984,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2022,"Last Temptation of Christ, The (1988)",Drama,1988,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,"Godfather: Part III, The (1990)",Action|Crime|Drama,1990,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2024,"Rapture, The (1991)",Drama|Mystery,1991,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2025,Lolita (1997),Drama|Romance,1997,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2026,Disturbing Behavior (1998),Horror|Thriller,1998,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2027,Mafia! (1998),Comedy|Crime,1998,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2028,Saving Private Ryan (1998),Action|Drama|War,1998,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2029,Billy's Hollywood Screen Kiss (1997),Comedy|Romance,1997,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2030,East Palace West Palace (Dong gong xi gong) (1997),Drama,1997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2031,"$1,000,000 Duck (1971)",Children's|Comedy,1971,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2032,"Barefoot Executive, The (1971)",Children's|Comedy,1971,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2033,"Black Cauldron, The (1985)",Animation|Children's,1985,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2034,"Black Hole, The (1979)",Sci-Fi,1979,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2035,Blackbeard's Ghost (1968),Children's|Comedy,1968,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2036,Blank Check (1994),Children's|Comedy,1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2037,Candleshoe (1977),Adventure|Children's|Comedy,1977,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2038,"Cat from Outer Space, The (1978)",Children's|Comedy|Sci-Fi,1978,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2039,Cheetah (1989),Adventure|Children's,1989,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2040,"Computer Wore Tennis Shoes, The (1970)",Children's|Comedy,1970,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2041,Condorman (1981),Action|Adventure|Children's|Comedy,1981,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2042,D2: The Mighty Ducks (1994),Children's|Comedy,1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2043,Darby O'Gill and the Little People (1959),Adventure|Children's|Fantasy,1959,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
2044,"Devil and Max Devlin, The (1981)",Comedy,1981,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2045,"Far Off Place, A (1993)",Adventure|Children's|Drama|Romance,1993,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
2046,Flight of the Navigator (1986),Adventure|Children's|Sci-Fi,1986,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2047,"Gnome-Mobile, The (1967)",Children's,1967,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2048,"Great Mouse Detective, The (1986)",Animation|Children's,1986,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2049,"Happiest Millionaire, The (1967)",Comedy|Musical,1967,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2050,Herbie Goes Bananas (1980),Adventure|Children's|Comedy,1980,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2051,Herbie Goes to Monte Carlo (1977),Adventure|Children's|Comedy,1977,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2052,Hocus Pocus (1993),Children's|Comedy,1993,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2053,"Honey, I Blew Up the Kid (1992)",Children's|Comedy|Sci-Fi,1992,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi,1989,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False
2055,Hot Lead and Cold Feet (1978),Comedy|Western,1978,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2056,In Search of the Castaways (1962),Adventure|Children's,1962,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2057,"Incredible Journey, The (1963)",Adventure|Children's,1963,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2058,"Negotiator, The (1998)",Action|Thriller,1998,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
2059,"Parent Trap, The (1998)",Children's|Drama,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2060,BASEketball (1998),Comedy,1998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2061,Full Tilt Boogie (1997),Documentary,1997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2062,"Governess, The (1998)",Drama|Romance,1998,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2063,Seventh Heaven (Le Septi�me ciel) (1997),Drama|Romance,1997,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2064,Roger & Me (1989),Comedy|Documentary,1989,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance,1985,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2066,Out of the Past (1947),Film-Noir,1947,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2067,Doctor Zhivago (1965),Drama|Romance|War,1965,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2068,Fanny and Alexander (1982),Drama,1982,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2069,"Trip to Bountiful, The (1985)",Drama,1985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2070,Tender Mercies (1983),Drama,1983,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2071,And the Band Played On (1993),Drama,1993,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2072,"'burbs, The (1989)",Comedy,1989,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2073,Fandango (1985),Comedy,1985,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2074,"Night Porter, The (Il Portiere di notte) (1974)",Drama,1974,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2075,Mephisto (1981),Drama|War,1981,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2076,Blue Velvet (1986),Drama|Mystery,1986,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2077,"Journey of Natty Gann, The (1985)",Adventure|Children's,1985,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2078,"Jungle Book, The (1967)",Animation|Children's|Comedy|Musical,1967,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2079,Kidnapped (1960),Children's|Drama,1960,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2080,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,1955,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2081,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance,1989,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2082,"Mighty Ducks, The (1992)",Children's|Comedy,1992,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2083,"Muppet Christmas Carol, The (1992)",Children's|Musical,1992,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2084,Newsies (1992),Children's|Musical,1992,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2085,101 Dalmatians (1961),Animation|Children's,1961,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2086,One Magic Christmas (1985),Drama|Fantasy,1985,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2087,Peter Pan (1953),Animation|Children's|Fantasy|Musical,1953,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2088,Popeye (1980),Adventure|Comedy|Musical,1980,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2089,"Rescuers Down Under, The (1990)",Animation|Children's,1990,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2090,"Rescuers, The (1977)",Animation|Children's,1977,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2091,Return from Witch Mountain (1978),Children's|Sci-Fi,1978,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2092,"Return of Jafar, The (1993)",Animation|Children's|Musical,1993,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2093,Return to Oz (1985),Adventure|Children's|Fantasy|Sci-Fi,1985,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
2094,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi,1991,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
2095,"Shaggy D.A., The (1976)",Children's|Comedy,1976,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2096,Sleeping Beauty (1959),Animation|Children's|Musical,1959,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2097,Something Wicked This Way Comes (1983),Children's|Horror,1983,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2098,Son of Flubber (1963),Children's|Comedy,1963,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2099,Song of the South (1946),Adventure|Animation|Children's|Musical,1946,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2100,Splash (1984),Comedy|Fantasy|Romance,1984,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
2101,Squanto: A Warrior's Tale (1994),Adventure|Drama,1994,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2102,Steamboat Willie (1940),Animation|Children's|Comedy|Musical,1940,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2103,Tall Tale (1994),Adventure|Children's,1994,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2104,Tex (1982),Drama,1982,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2105,Tron (1982),Action|Adventure|Fantasy|Sci-Fi,1982,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False
2106,Swing Kids (1993),Drama|War,1993,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2107,Halloween: H20 (1998),Horror|Thriller,1998,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2108,L.A. Story (1991),Comedy|Romance,1991,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2109,"Jerk, The (1979)",Comedy,1979,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2110,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller,1982,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
2111,"Man with Two Brains, The (1983)",Comedy,1983,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2112,Grand Canyon (1991),Crime|Drama,1991,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2113,Graveyard Shift (1990),Horror|Thriller,1990,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2114,"Outsiders, The (1983)",Drama,1983,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure,1984,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children's|Sci-Fi,1978,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2117,Nineteen Eighty-Four (1984),Drama|Sci-Fi,1984,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2118,"Dead Zone, The (1983)",Horror|Thriller,1983,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2119,Maximum Overdrive (1986),Horror,1986,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2120,Needful Things (1993),Drama|Horror,1993,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2121,Cujo (1983),Horror|Thriller,1983,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2122,Children of the Corn (1984),Horror|Thriller,1984,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2123,All Dogs Go to Heaven (1989),Animation|Children's,1989,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2124,"Addams Family, The (1991)",Comedy,1991,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2125,Ever After: A Cinderella Story (1998),Drama|Romance,1998,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2126,Snake Eyes (1998),Action|Crime|Mystery|Thriller,1998,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False
2127,"First Love, Last Rites (1997)",Drama|Romance,1997,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2128,Safe Men (1998),Comedy,1998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2129,"Saltmen of Tibet, The (1997)",Documentary,1997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2130,Atlantic City (1980),Crime|Drama|Romance,1980,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
2131,Autumn Sonata (H�stsonaten ) (1978),Drama,1978,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2132,Who's Afraid of Virginia Woolf? (1966),Drama,1966,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2133,Adventures in Babysitting (1987),Adventure|Comedy,1987,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2134,Weird Science (1985),Comedy,1985,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2135,Doctor Dolittle (1967),Adventure|Musical,1967,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2136,"Nutty Professor, The (1963)",Comedy,1963,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2137,Charlotte's Web (1973),Animation|Children's,1973,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2138,Watership Down (1978),Animation|Children's|Drama|Fantasy,1978,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2139,"Secret of NIMH, The (1982)",Animation|Children's,1982,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2140,"Dark Crystal, The (1982)",Children's|Fantasy|Sci-Fi,1982,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2141,"American Tail, An (1986)",Animation|Children's|Comedy,1986,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2142,"American Tail: Fievel Goes West, An (1991)",Animation|Children's|Comedy,1991,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2143,Legend (1985),Adventure|Fantasy|Romance,1985,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
2144,Sixteen Candles (1984),Comedy,1984,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2145,Pretty in Pink (1986),Comedy|Drama|Romance,1986,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2146,St. Elmo's Fire (1985),Drama|Romance,1985,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2147,"Clan of the Cave Bear, The (1986)",Drama,1986,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2148,House (1986),Comedy|Horror,1986,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2149,House II: The Second Story (1987),Comedy|Horror,1987,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2150,"Gods Must Be Crazy, The (1980)",Comedy,1980,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2151,"Gods Must Be Crazy II, The (1989)",Comedy,1989,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2152,Air Bud: Golden Receiver (1998),Children's|Comedy,1998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2153,"Avengers, The (1998)",Action|Adventure,1998,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2154,How Stella Got Her Groove Back (1998),Drama|Romance,1998,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2155,"Slums of Beverly Hills, The (1998)",Comedy,1998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2156,"Best Man, The (Il Testimone dello sposo) (1997)",Comedy|Drama,1997,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2157,"Chambermaid on the Titanic, The (1998)",Romance,1998,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2158,"Henry: Portrait of a Serial Killer, Part 2 (1996)",Crime|Horror,1996,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2159,Henry: Portrait of a Serial Killer (1990),Crime|Horror,1990,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2160,Rosemary's Baby (1968),Horror|Thriller,1968,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2161,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy,1984,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
2162,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children's|Fantasy,1990,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
2163,Attack of the Killer Tomatoes! (1980),Comedy|Horror,1980,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2164,Surf Nazis Must Die (1987),Drama,1987,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2165,Your Friends and Neighbors (1998),Drama,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2166,Return to Paradise (1998),Drama|Romance,1998,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2167,Blade (1998),Action|Adventure|Horror,1998,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
2168,Dance with Me (1998),Drama|Romance,1998,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2169,Dead Man on Campus (1998),Comedy,1998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2170,Wrongfully Accused (1998),Action|Comedy,1998,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2171,"Next Stop, Wonderland (1998)",Comedy|Drama|Romance,1998,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Comedy,1998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2173,"Navigator: A Mediaeval Odyssey, The (1988)",Adventure|Fantasy|Sci-Fi,1988,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
2174,Beetlejuice (1988),Comedy|Fantasy,1988,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2175,D�j� Vu (1997),Drama|Romance,1997,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2176,Rope (1948),Thriller,1948,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2177,Family Plot (1976),Comedy|Thriller,1976,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2178,Frenzy (1972),Thriller,1972,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2179,Topaz (1969),Thriller,1969,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2180,Torn Curtain (1966),Thriller,1966,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2181,Marnie (1964),Thriller,1964,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2182,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller,1956,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2183,"Man Who Knew Too Much, The (1956)",Thriller,1956,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2184,"Trouble with Harry, The (1955)",Mystery|Thriller,1955,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2185,I Confess (1953),Thriller,1953,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2186,Strangers on a Train (1951),Film-Noir|Thriller,1951,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2187,Stage Fright (1950),Mystery|Thriller,1950,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2188,54 (1998),Drama,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2189,I Married A Strange Person (1997),Animation,1997,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2190,Why Do Fools Fall In Love? (1998),Drama,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2191,"Merry War, A (1997)",Comedy,1997,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2192,See the Sea (Regarde la mer) (1997),Drama,1997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2193,Willow (1988),Action|Adventure|Fantasy,1988,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
2194,"Untouchables, The (1987)",Action|Crime|Drama,1987,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2195,Dirty Work (1998),Comedy,1998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2196,Knock Off (1998),Action,1998,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2197,Firelight (1997),Drama,1997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2198,Modulations (1998),Documentary,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2199,Phoenix (1998),Crime|Drama,1998,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2200,Under Capricorn (1949),Drama,1949,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2201,"Paradine Case, The (1947)",Drama,1947,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2202,Lifeboat (1944),Drama|Thriller|War,1944,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2203,Shadow of a Doubt (1943),Film-Noir|Thriller,1943,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2204,Saboteur (1942),Thriller,1942,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2205,Mr. & Mrs. Smith (1941),Comedy,1941,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2206,Suspicion (1941),Mystery|Thriller,1941,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2207,Jamaica Inn (1939),Drama,1939,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2208,"Lady Vanishes, The (1938)",Comedy|Mystery|Romance|Thriller,1938,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False
2209,Young and Innocent (1937),Crime|Thriller,1937,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
2210,Sabotage (1936),Thriller,1936,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2211,Secret Agent (1936),Thriller,1936,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2212,"Man Who Knew Too Much, The (1934)",Thriller,1934,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2213,Waltzes from Vienna (1933),Comedy|Musical,1933,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
